key,type,summary,date_opened,reporter,parent_key,current_epic,current_status,current_resolution,current_assignee,current_labels,proposed_epic,proposed_status,proposed_resolution,proposed_assignee,cat-*,proj-*,study-*,notes
CDM-136,Task,Site Payments Updates,2022-04-14,Lee Ming Sun (inactive),CDM-79,CDM-79,Done,Done,Lee Ming Sun,,Pre-2026 Legacy,Done,Done,Lee Ming Sun (inactive),cat-reporting,proj-cro,study-l101,[Sonnet re-pass] Site Payments Updates for L101 — site payment processing is CRO/PPD interfacing work.; Site payments updates; pre-2026
CDM-137,Task,Death Data Capture Clarification,2022-04-14,Lee Ming Sun (inactive),CDM-79,CDM-79,Done,Done,Eric Dixon,,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-operations,proj-edc,study-l101,[Sonnet re-pass] Death Data Capture Clarification — clarifying EDC data capture spec for death events.; Death data capture clarification; pre-2026
CDM-138,Task,CDM - L101 Medrio Database Update v.12,2022-04-18,Eric Dixon,CDM-79,CDM-79,Dismissed,Done,Eric Dixon,UAT,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-operations,proj-edc,study-l101,L101 Medrio database update; pre-2026; was Dismissed (Resolution likely 'Done' — backfill to Won't Do)
CDM-139,Task,CDM: L101 Database Update v.12: UAT: BC.BCREFID Field update,2022-04-18,Eric Dixon,,,Dismissed,Done,Eric Dixon,UAT,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-operations,proj-edc,study-l101,L101 UAT BC.BCREFID field update; pre-2026; was Dismissed (Resolution likely 'Done' — backfill to Won't Do)
CDM-140,UAT Tests,CDM: L101 Database Update v.12: UAT: BC.BCREFID Field update: R1.01,2022-04-18,Eric Dixon,,,Dismissed,Done,Eric Dixon,UAT,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-operations,proj-edc,study-l101,UAT BC.BCREFID R1.01; pre-2026; was Dismissed (Resolution likely 'Done' — backfill to Won't Do); deprecated issue type (UAT Tests)
CDM-141,UAT Tests,CDM: L101 Database Update v.12: UAT: BC.BCREFID Field update: R1.02,2022-04-18,Eric Dixon,,,Dismissed,Done,Eric Dixon,UAT,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-operations,proj-edc,study-l101,UAT BC.BCREFID R1.02; pre-2026; was Dismissed (Resolution likely 'Done' — backfill to Won't Do); deprecated issue type (UAT Tests)
CDM-142,UAT Tests,CDM: L101 Database Update v.12: UAT: BC.BCREFID Field update: R1.03,2022-04-18,Eric Dixon,,,Dismissed,Done,Eric Dixon,UAT,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-operations,proj-edc,study-l101,UAT BC.BCREFID R1.03; pre-2026; was Dismissed (Resolution likely 'Done' — backfill to Won't Do); deprecated issue type (UAT Tests)
CDM-143,Task,CLONE - CDM: L101 Database Update v.12: UAT:,2022-04-18,Eric Dixon,,,Dismissed,Done,Eric Dixon,UAT,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-operations,proj-edc,study-l101,UAT database update clone; pre-2026; was Dismissed (Resolution likely 'Done' — backfill to Won't Do)
CDM-144,Task,EDC vs LIMS Reconciliation Report,2022-04-26,Lee Ming Sun (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,DQR_Listings,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-dqr,study-l201,EDC vs LIMS reconciliation report; pre-2026
CDM-145,Task,L201 Clean Patient Tracker Development,2022-04-27,Emily Larsen (inactive),CDM-80,CDM-80,Refining,,Eric Dixon,CDM-Tools,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-programming,proj-cpt,study-l201,L201 CPT development; pre-2026; Refining → To Do
CDM-146,Task,"DELFI-L201 Inclusion 2, 3, 4 Review ",2022-04-29,Lee Ming Sun (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,DQR_Listings,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-dqr,study-l201,"Inclusion criteria 2,3,4 review; pre-2026"
CDM-147,Task,4 Month Follow-Up Visit Tracking,2022-05-04,Lee Ming Sun (inactive),CDM-80,CDM-80,To Do,Done,UNASSIGNED,DQR_Listings,Pre-2026 Legacy,Dismissed,Won't Do,UNASSIGNED,cat-reporting,proj-dqr,study-l201,4-month FU visit tracking; pre-2026
CDM-148,Task,DELFI-L201 Inclusion 5 Review,2022-05-10,Lee Ming Sun (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,DQR_Listings,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-dqr,study-l201,Inclusion criteria 5 review; pre-2026
CDM-149,Task,Validation for DELFI-L201 Smoking History Calculator v2.0,2022-05-17,Lee Ming Sun (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-operations,proj-edc,study-l201,"[Sonnet re-pass] Validation for DELFI-L201 Smoking History Calculator v2.0 — same as CDM-133, EDC calculator validation.; Smoking history calculator v2.0; pre-2026"
CDM-150,Task,DELFI-L201 Exclusion 1 Review,2022-05-25,Lee Ming Sun (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,DQR_Listings,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-dqr,study-l201,Exclusion criteria 1 review; pre-2026
CDM-151,Task,DELFI-L201 Exclusion 2 Review,2022-05-31,Lee Ming Sun (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,DQR_Listings,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-dqr,study-l201,Exclusion criteria 2 review; pre-2026
CDM-152,Task,DELFI-L101 12 Month Cancer Status Review,2022-05-31,Lee Ming Sun (inactive),CDM-79,CDM-79,Done,Done,Eric Dixon,DQR_Listings,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-reporting,proj-cancer-review,study-l101,L101 12-month cancer status review; pre-2026
CDM-153,Task,DELFI-L101 NYU Queries,2022-06-01,Lee Ming Sun (inactive),,,Dismissed,Done,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,UNASSIGNED,cat-reporting,proj-dqr,study-l101,"[Sonnet re-pass] DELFI-L101 NYU Queries — query-based data review listing, cat-reporting.; L101 NYU queries; pre-2026; was Dismissed (Resolution likely 'Done' — backfill to Won't Do)"
CDM-154,Task,DELFI-L101 Data Quality Review Manager Updates,2022-06-02,Lee Ming Sun (inactive),CDM-79,CDM-79,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-dqr,study-l101,L101 DQR manager updates; pre-2026
CDM-155,Task,DELFI-L101 Blood Sample Collection Pathology Dates Error Checking,2022-06-03,Lee Ming Sun (inactive),CDM-79,CDM-79,Done,Done,Eric Dixon,,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-reporting,proj-dqr,study-l101,"[Sonnet re-pass] Blood Sample Collection Pathology Dates Error Checking — error-check listing, cat-reporting.; Blood sample collection pathology error check; pre-2026"
CDM-157,EDC Requirement,TEST ISSUE (L101 Database Update v.12),2022-06-03,Eric Dixon,,,Done,Done,Eric Dixon,,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-operations,proj-edc,study-l101,Test issue L101 database update; pre-2026; looks like test data — confirm delete in UI; deprecated issue type (EDC Requirement)
CDM-158,Task,DELFI-L201 Participant Disposition,2022-06-06,Lee Ming Sun (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,DQR_Listings,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-dqr,study-l201,L201 participant disposition; pre-2026
CDM-159,Task,DELFI-L201 Data Quality Review Manager,2022-06-06,Lee Ming Sun (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,"CDM-Tools,DQR_Listings",Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-dqr,study-l201,L201 DQR manager; pre-2026
CDM-160,EDC Requirement,testy,2022-06-08,Clarice Grant (inactive),,,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,UNASSIGNED,cat-operations,proj-edc,study-l201,"[Sonnet re-pass] EDC Requirement type ticket for L201 — type is 'EDC Requirement', direct proj-edc.; Date before 2026-01-01; generic EDC requirement, no clear context; looks like test data — confirm delete in UI; deprecated issue type (EDC Requirement)"
CDM-161,Task,EDC Build Management - Database Specification Comparison,2022-06-08,Lee Ming Sun (inactive),,,Dismissed,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Dismissed,Won't Do,Vincent Puga-Aragon (inactive),cat-operations,proj-edc,study-l201,Date before 2026; EDC build management and database spec; was Dismissed (Resolution likely 'Done' — backfill to Won't Do)
CDM-162,Task,EDC-LIMS Reconciliation Update,2022-06-09,Vincent Puga-Aragon (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-operations,proj-edc,study-l201,Date before 2026; parent DELFI-L201; EDC-LIMS reconciliation
CDM-163,Task,Functionalizing l201_dqr_listings for l201datar pipeline,2022-06-14,Vincent Puga-Aragon (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-programming,"proj-dqr,proj-pipeline",study-l201,"Date before 2026; pipeline work for DQR listings, code merge"
CDM-164,Task,L201 Subject Validity Verification,2022-06-23,Lee Ming Sun (inactive),CDM-80,CDM-80,To Do,Done,Vincent Puga-Aragon,DQR_Listings,Pre-2026 Legacy,Dismissed,Won't Do,Vincent Puga-Aragon (inactive),cat-reporting,proj-dqr,study-l201,Date before 2026; DQR listing for subject validity verification
CDM-165,Task,DELFI-L201 Clario Workflow Status Metrics,2022-07-01,Lee Ming Sun (inactive),CDM-80,CDM-80,Refining,,Lee Ming Sun,CPT_Component,Pre-2026 Legacy,Dismissed,Won't Do,Lee Ming Sun (inactive),cat-reporting,"proj-cpt,proj-metrics",study-l201,"Date before 2026; CPT component, Clario workflow metrics; Refining → To Do"
CDM-166,Task,DELFI-L201 EDC Page Status Metrics,2022-07-06,Lee Ming Sun (inactive),CDM-80,CDM-80,Refining,,Vincent Puga-Aragon,CPT_Component,Pre-2026 Legacy,Dismissed,Won't Do,Vincent Puga-Aragon (inactive),cat-reporting,"proj-cpt,proj-metrics",study-l201,"Date before 2026; CPT component, EDC page metrics; Refining → To Do"
CDM-167,Task,DELFI-L101 Adverse Event Review,2022-07-25,Lee Ming Sun (inactive),CDM-79,CDM-79,Done,Done,Eric Dixon,DQR_Listings,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-reporting,proj-dqr,study-l101,Date before 2026; DQR listing for adverse event review
CDM-168,Task,DELFI-L201 Consent Review Listing,2022-07-25,Vincent Puga-Aragon (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,DQR_Listings,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-dqr,study-l201,Date before 2026; DQR listing for consent review
CDM-169,Task,DELFI-L201 AE Listing,2022-07-25,Vincent Puga-Aragon (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,DQR_Listings,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-dqr,study-l201,Date before 2026; DQR listing for adverse events
CDM-170,Task,Translational Research: Dashboard v1,2022-08-02,Erica Peters (inactive),,,Done,Done,UNASSIGNED,Translational_Research,Pre-2026 Legacy,Done,Done,UNASSIGNED,cat-reporting,proj-metrics,study-cross,Date before 2026; translational research dashboard
CDM-171,Task,DELFI-L201 Subject Usability Table,2022-08-03,Lee Ming Sun (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,CPT_Component,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-cpt,study-l201,"Date before 2026; CPT component, subject usability table"
CDM-172,Task,L201 Rave EDC Data Entry Metrics,2022-08-10,Lee Ming Sun (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-metrics,study-l201,Date before 2026; EDC data entry metrics reporting
CDM-174,Task,DELFI-L201 Subject Information Table,2022-08-11,Lee Ming Sun (inactive),CDM-80,CDM-80,Done,Done,Eric Dixon,CPT_Component,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-reporting,proj-cpt,study-l201,"Date before 2026; CPT component, subject information table"
CDM-176,Task,DELFI-L201 EDC Query Status,2022-08-17,Lee Ming Sun (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,CPT_Component,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-cpt,study-l201,"Date before 2026; CPT component, EDC query status"
CDM-177,Task,L201 EDC Query Metrics,2022-08-22,Lee Ming Sun (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-metrics,study-l201,Date before 2026; EDC query metrics reporting
CDM-178,Task,DELFI-L201 CT Scan Review,2022-08-24,Lee Ming Sun (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,DQR_Listings,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-dqr,study-l201,Date before 2026; DQR listing for CT scan review
CDM-179,Task,DELFI-L201 Blood Specimen Collection Review,2022-08-24,Lee Ming Sun (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,DQR_Listings,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,"proj-dqr,proj-sample",study-l201,Date before 2026; DQR listing for blood specimen review
CDM-180,Task,DELFI-L201 tSDV Module Monitoring,2022-08-30,Lee Ming Sun (inactive),CDM-80,CDM-80,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-reporting,proj-metrics,study-l201,Date before 2026; tSDV module monitoring
CDM-181,Task,DELFI-L101 Unassigned Cohort Review,2022-08-31,Lee Ming Sun (inactive),CDM-79,CDM-79,Done,Done,Eric Dixon,DQR_Listings,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-reporting,proj-dqr,study-l101,Date before 2026; DQR listing for unassigned cohort review
CDM-182,Task,L201 Rave EDC SDV Metrics,2022-09-08,Vincent Puga-Aragon (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-metrics,study-l201,Date before 2026; EDC SDV metrics reporting
CDM-183,Task,Investigate JIRA API for TR Dashboard,2022-09-09,Vincent Puga-Aragon (inactive),,,Done,Done,Vincent Puga-Aragon,Translational_Research,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-programming,proj-metrics,study-cross,"[Sonnet re-pass] Investigate JIRA API for TR Dashboard — building a tracker/dashboard tool, proj-metrics.; Date before 2026; investigation/research work, JIRA API"
CDM-184,Task,DELFI-L201 Derived Clario Workflow Data,2022-09-20,Lee Ming Sun (inactive),CDM-80,CDM-80,Refining,,Vincent Puga-Aragon,,Pre-2026 Legacy,Dismissed,Won't Do,Vincent Puga-Aragon (inactive),cat-programming,proj-pipeline,study-l201,Date before 2026; derived data from Clario workflow; Refining → To Do
CDM-185,Task,DELFI-L101 CRA Metrics Summary ,2022-09-20,Eric Dixon,CDM-79,CDM-79,Done,Done,Eric Dixon,DQR_Listings,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-reporting,"proj-dqr,proj-metrics",study-l101,Date before 2026; DQR listing and CRA metrics
CDM-186,Task,DELFI-L101 Priority Subjects Tracker,2022-09-20,Eric Dixon,CDM-79,CDM-79,Done,Done,Eric Dixon,DQR_Listings,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-reporting,proj-dqr,study-l101,Date before 2026; DQR listing for priority subjects
CDM-187,Task,DELFI-L201 S37 Integration Data Change Activity Monitoring,2022-09-20,Lee Ming Sun (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-metrics,study-l201,Date before 2026; EDC data change activity monitoring
CDM-188,Task,DELFI-L101 CPT Priority column update,2022-09-22,Eric Dixon,,,Done,Done,Eric Dixon,,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-reporting,proj-cpt,study-l101,Date before 2026; CPT component update
CDM-189,Task,DELFI-L101 Site Payment Updates for Site 121 & 153,2022-09-26,Eric Dixon,CDM-79,CDM-79,Done,Done,Eric Dixon,,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-operations,proj-cro,study-l101,[Sonnet re-pass] DELFI-L101 Site Payment Updates for Sites 121 & 153 — site payment updates via CRO.; Date before 2026; site payment updates
CDM-190,Task,Science Engineering & Technology Presentation,2022-09-27,Lee Ming Sun (inactive),,,Dismissed,Done,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,UNASSIGNED,cat-operations,,study-cross,Date before 2026; presentation/science communication; was Dismissed (Resolution likely 'Done' — backfill to Won't Do)
CDM-191,Subtask,DELFI-L101 12 Month Cancer Outcomes Review Update,2022-09-28,Eric Dixon,CDM-152,CDM-79,Done,Done,Eric Dixon,DQR_Listings,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-reporting,"proj-cancer-review,proj-dqr",study-l101,Date before 2026; 12-month cancer outcomes DQR listing; [subtask: parent stays at CDM-152; epic inherited]
CDM-192,Task,DELFI-L101 BUG Fix - CRA Metrics Summary ,2022-09-29,Eric Dixon,CDM-79,CDM-79,Dismissed,Done,Eric Dixon,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-reporting,"proj-dqr,proj-metrics",study-l101,Date before 2026; bug fix for CRA metrics DQR; was Dismissed (Resolution likely 'Done' — backfill to Won't Do)
CDM-193,Task,DELFI-L201 Projected 4 Month Follow-Up Listing,2022-09-29,Lee Ming Sun (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-dqr,study-l201,Date before 2026; DQR listing for 4-month follow-up
CDM-194,Task,DELFI-L201 Suspicious Nodule Listing,2022-09-29,Lee Ming Sun (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,"proj-dqr,proj-metrics",study-l201,Date before 2026; suspicious nodule DQR listing
CDM-195,Task,DELFI-L201 PPD Report,2022-09-29,Lee Ming Sun (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-cro,study-l201,Date before 2026; PPD report delivered to CRO
CDM-196,Task,DELFI-L101 Review Protocol Deviations & Manual Exclusions in Preparation for MCED IA Sample Selection,2022-10-07,Lee Ming Sun (inactive),CDM-79,CDM-79,Done,Done,Eric Dixon,,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-operations,proj-dqr,study-l101,[Sonnet re-pass] Review Protocol Deviations & Manual Exclusions for MCED IA Sample Selection — protocol deviation listing review.; Date before 2026; protocol deviations review
CDM-197,Task,Translational Research Castor Edit Check Listings,2022-10-07,Erica Peters (inactive),,,Dismissed,Done,Erica Peters,Translational_Research,Pre-2026 Legacy,Dismissed,Won't Do,Erica Peters (inactive),cat-reporting,proj-dqr,study-cross,[Sonnet re-pass] Translational Research Castor Edit Check Listings — edit check listings are DQR artifacts.; Date before 2026; translational research edit check listings; was Dismissed (Resolution likely 'Done' — backfill to Won't Do)
CDM-198,Subtask,DELFI-L101 BUG FIX: Cancer Status Review ,2022-10-11,Eric Dixon,CDM-348,CDM-79,Dismissed,Done,Eric Dixon,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-programming,proj-cancer-review,study-l101,Date before 2026; cancer status review bug fix; was Dismissed (Resolution likely 'Done' — backfill to Won't Do); [subtask: parent stays at CDM-348; epic inherited]
CDM-199,Task,Review L101 pipeline code for protocol amendment 5 changes,2022-10-13,Lee Ming Sun (inactive),CDM-79,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,UNASSIGNED,cat-programming,proj-pipeline,study-l101,Date before 2026; pipeline code review for protocol amendment
CDM-200,Task,DELFI-L101: Cancer Status Review Dropped Review Status Issue,2022-10-14,Eric Dixon,,,Dismissed,Done,Eric Dixon,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-operations,proj-cancer-review,study-l101,Date before 2026; cancer status review issue; was Dismissed (Resolution likely 'Done' — backfill to Won't Do)
CDM-201,Task,DELFI-L201 Protocol Deviation Review,2022-10-14,Vincent Puga-Aragon (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-dqr,study-l201,Date before 2026; DQR listing for protocol deviations
CDM-202,Task,DELFI-L101: Cancer Status Review - Refactor date read-write code,2022-10-14,Eric Dixon,,,Done,Done,Eric Dixon,,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-programming,proj-cancer-review,study-l101,Date before 2026; cancer status review code refactor
